WIDTH : 50 HEIGHT : 50
X: 40 Y: 26 side : 1
X: 19 Y: 38 side : 0
X: 38 Y: 42 side : 1
X: 45 Y: 6 side : 1
X: 11 Y: 20 side : 1
X: 6 Y: 7 side : 0
X: 12 Y: 6 side : 0
X: 46 Y: 45 side : 0
X: 14 Y: 29 side : 1
X: 30 Y: 26 side : 0
X: 40 Y: 16 side : 0
X: 29 Y: 37 side : 1
X: 45 Y: 25 side : 1
X: 13 Y: 20 side : 0
X: 48 Y: 34 side : 0
X: 19 Y: 40 side : 1
X: 43 Y: 2 side : 1
X: 1 Y: 0 side : 0
X: 45 Y: 14 side : 0
X: 48 Y: 45 side : 0
X: 32 Y: 37 side : 0
X: 43 Y: 18 side : 1
X: 44 Y: 14 side : 1
X: 39 Y: 29 side : 1
X: 43 Y: 27 side : 1
X: 15 Y: 46 side : 1
X: 46 Y: 39 side : 1
X: 36 Y: 42 side : 1
X: 20 Y: 39 side : 0
X: 32 Y: 37 side : 1
X: 24 Y: 20 side : 0
X: 32 Y: 15 side : 0
X: 28 Y: 9 side : 0
X: 49 Y: 0 side : 1
X: 44 Y: 44 side : 0
X: 22 Y: 11 side : 0
X: 41 Y: 10 side : 1
X: 15 Y: 46 side : 1
X: 36 Y: 16 side : 0
X: 26 Y: 1 side : 0
X: 11 Y: 27 side : 0
X: 33 Y: 10 side : 1
X: 26 Y: 38 side : 0
X: 32 Y: 39 side : 0
X: 20 Y: 33 side : 0
X: 32 Y: 7 side : 0
X: 45 Y: 1 side : 0
X: 46 Y: 16 side : 0
X: 40 Y: 4 side : 0
X: 22 Y: 31 side : 1
X: 44 Y: 42 side : 1
X: 36 Y: 28 side : 1
X: 43 Y: 6 side : 1
X: 13 Y: 40 side : 0
X: 34 Y: 10 side : 1
X: 48 Y: 45 side : 1
X: 28 Y: 40 side : 0
X: 16 Y: 36 side : 0
X: 4 Y: 26 side : 0
X: 9 Y: 1 side : 1
X: 16 Y: 45 side : 0
X: 1 Y: 32 side : 0
X: 48 Y: 27 side : 0
X: 33 Y: 41 side : 0
X: 7 Y: 27 side : 1
X: 19 Y: 25 side : 0
X: 36 Y: 6 side : 0
X: 6 Y: 24 side : 0
X: 42 Y: 29 side : 1
X: 32 Y: 38 side : 0
X: 4 Y: 6 side : 1
X: 20 Y: 10 side : 1
X: 18 Y: 8 side : 1
X: 20 Y: 44 side : 0
X: 14 Y: 3 side : 1
X: 17 Y: 22 side : 0
X: 17 Y: 10 side : 0
X: 9 Y: 18 side : 1
X: 38 Y: 10 side : 0
X: 43 Y: 45 side : 0
X: 1 Y: 49 side : 0
X: 2 Y: 21 side : 0
X: 40 Y: 39 side : 1
X: 5 Y: 11 side : 1
X: 15 Y: 25 side : 0
X: 0 Y: 45 side : 1
X: 12 Y: 12 side : 1
X: 33 Y: 24 side : 0
X: 26 Y: 12 side : 0
X: 0 Y: 5 side : 1
X: 14 Y: 6 side : 0
X: 34 Y: 10 side : 1
X: 17 Y: 2 side : 0
X: 8 Y: 9 side : 1
X: 45 Y: 24 side : 1
X: 35 Y: 24 side : 0
X: 48 Y: 39 side : 0
X: 22 Y: 22 side : 0
X: 16 Y: 0 side : 0
X: 20 Y: 2 side : 1
X: 22 Y: 16 side : 1
X: 22 Y: 2 side : 0
X: 46 Y: 19 side : 0
X: 10 Y: 29 side : 0
X: 36 Y: 24 side : 0
X: 37 Y: 10 side : 1
X: 35 Y: 10 side : 0
X: 45 Y: 32 side : 0
X: 30 Y: 0 side : 0
X: 26 Y: 23 side : 0
X: 30 Y: 45 side : 0
X: 41 Y: 19 side : 0
X: 15 Y: 17 side : 0
X: 42 Y: 30 side : 1
X: 28 Y: 16 side : 0
X: 38 Y: 5 side : 0
X: 23 Y: 40 side : 0
X: 49 Y: 37 side : 1
X: 49 Y: 17 side : 1
X: 49 Y: 46 side : 0
X: 3 Y: 28 side : 1
X: 23 Y: 21 side : 1
X: 48 Y: 37 side : 0
X: 46 Y: 29 side : 0
X: 21 Y: 7 side : 0
X: 25 Y: 45 side : 1
X: 39 Y: 21 side : 1
X: 14 Y: 22 side : 1
X: 23 Y: 22 side : 0
X: 34 Y: 21 side : 0
X: 19 Y: 27 side : 0
X: 48 Y: 0 side : 0
X: 49 Y: 0 side : 1
X: 18 Y: 46 side : 0
X: 18 Y: 20 side : 1
X: 35 Y: 45 side : 0
X: 8 Y: 37 side : 1
X: 22 Y: 1 side : 0
X: 25 Y: 26 side : 0
X: 45 Y: 12 side : 1
X: 14 Y: 31 side : 0
X: 12 Y: 32 side : 1
X: 32 Y: 33 side : 1
X: 39 Y: 3 side : 0
X: 29 Y: 22 side : 0
X: 26 Y: 7 side : 1
X: 21 Y: 15 side : 0
X: 36 Y: 39 side : 1
X: 26 Y: 14 side : 1
X: 38 Y: 12 side : 0
X: 24 Y: 28 side : 1
X: 36 Y: 40 side : 1
X: 49 Y: 25 side : 1
X: 17 Y: 14 side : 0
X: 31 Y: 44 side : 0
X: 17 Y: 22 side : 1
X: 0 Y: 43 side : 1
X: 21 Y: 32 side : 0
X: 42 Y: 10 side : 1
X: 44 Y: 49 side : 1
X: 8 Y: 23 side : 1
X: 5 Y: 9 side : 1
X: 35 Y: 11 side : 0
X: 48 Y: 28 side : 1
X: 14 Y: 11 side : 1
X: 5 Y: 30 side : 1
X: 2 Y: 30 side : 1
X: 19 Y: 1 side : 1
X: 24 Y: 46 side : 1
X: 47 Y: 42 side : 0
X: 32 Y: 0 side : 1
X: 47 Y: 7 side : 1
X: 2 Y: 42 side : 0
X: 35 Y: 42 side : 0
X: 32 Y: 9 side : 1
X: 25 Y: 16 side : 1
X: 42 Y: 20 side : 1
X: 3 Y: 40 side : 1
X: 46 Y: 16 side : 1
X: 0 Y: 13 side : 1
X: 4 Y: 45 side : 1
X: 34 Y: 42 side : 0
X: 25 Y: 46 side : 1
X: 27 Y: 31 side : 1
X: 9 Y: 15 side : 0
X: 2 Y: 42 side : 0
X: 25 Y: 35 side : 1
X: 30 Y: 38 side : 1
X: 37 Y: 37 side : 1
X: 42 Y: 39 side : 0
X: 39 Y: 45 side : 1
X: 38 Y: 29 side : 1
X: 43 Y: 4 side : 1
X: 44 Y: 31 side : 1
X: 39 Y: 42 side : 0
X: 44 Y: 44 side : 1
X: 12 Y: 21 side : 0
X: 5 Y: 4 side : 0
X: 36 Y: 43 side : 1
X: 33 Y: 36 side : 0
X: 45 Y: 27 side : 0
X: 4 Y: 16 side : 1
X: 7 Y: 11 side : 0
X: 7 Y: 7 side : 1
X: 40 Y: 46 side : 0
X: 38 Y: 40 side : 0
X: 31 Y: 5 side : 0
X: 9 Y: 10 side : 0
X: 30 Y: 47 side : 1
X: 37 Y: 32 side : 1
X: 34 Y: 30 side : 1
X: 28 Y: 34 side : 1
X: 1 Y: 42 side : 0
X: 33 Y: 1 side : 1
X: 47 Y: 41 side : 1
X: 5 Y: 29 side : 0
X: 7 Y: 11 side : 1
X: 33 Y: 22 side : 1
X: 13 Y: 2 side : 0
X: 37 Y: 40 side : 1
X: 0 Y: 24 side : 1
X: 41 Y: 2 side : 1
X: 48 Y: 5 side : 1
X: 18 Y: 41 side : 0
X: 45 Y: 38 side : 1
X: 19 Y: 43 side : 1
X: 35 Y: 2 side : 0
X: 6 Y: 36 side : 0
X: 37 Y: 49 side : 1
X: 18 Y: 38 side : 1
X: 31 Y: 41 side : 1
X: 26 Y: 32 side : 1
X: 7 Y: 33 side : 0
X: 33 Y: 3 side : 1
X: 9 Y: 49 side : 1
X: 29 Y: 20 side : 0
X: 26 Y: 5 side : 1
X: 36 Y: 11 side : 1
X: 20 Y: 0 side : 0
X: 5 Y: 18 side : 1
X: 30 Y: 1 side : 0
X: 33 Y: 29 side : 0
X: 38 Y: 39 side : 1
X: 1 Y: 22 side : 1
X: 4 Y: 33 side : 0
X: 48 Y: 12 side : 0
X: 36 Y: 40 side : 1
X: 27 Y: 28 side : 0
X: 4 Y: 49 side : 0
X: 33 Y: 4 side : 1
X: 2 Y: 37 side : 0
X: 14 Y: 20 side : 0
X: 8 Y: 11 side : 1
X: 36 Y: 12 side : 1
X: 19 Y: 16 side : 0
X: 3 Y: 16 side : 1
X: 9 Y: 3 side : 1
X: 20 Y: 30 side : 0
X: 46 Y: 37 side : 1
X: 20 Y: 22 side : 1
X: 15 Y: 26 side : 0
X: 12 Y: 40 side : 1
X: 40 Y: 48 side : 0
X: 5 Y: 36 side : 0
X: 46 Y: 5 side : 0
X: 20 Y: 10 side : 1
X: 9 Y: 21 side : 0
X: 41 Y: 41 side : 0
X: 1 Y: 37 side : 1
X: 10 Y: 10 side : 1
X: 25 Y: 27 side : 1
X: 30 Y: 39 side : 1
X: 7 Y: 31 side : 0
X: 47 Y: 38 side : 0
X: 47 Y: 34 side : 0
X: 15 Y: 7 side : 0
X: 2 Y: 18 side : 0
X: 40 Y: 9 side : 1
X: 11 Y: 10 side : 1
X: 18 Y: 22 side : 1
X: 0 Y: 0 side : 0
X: 5 Y: 32 side : 0
X: 3 Y: 41 side : 1
X: 49 Y: 38 side : 0
X: 29 Y: 37 side : 0
X: 19 Y: 2 side : 1
X: 20 Y: 5 side : 0
X: 44 Y: 47 side : 1
X: 9 Y: 10 side : 0
X: 14 Y: 31 side : 0
X: 29 Y: 31 side : 0
X: 22 Y: 38 side : 0
X: 8 Y: 41 side : 1
X: 23 Y: 40 side : 1
X: 29 Y: 22 side : 0
X: 20 Y: 41 side : 1
X: 19 Y: 13 side : 0
X: 35 Y: 7 side : 1
X: 13 Y: 17 side : 0
X: 3 Y: 31 side : 1
X: 15 Y: 13 side : 0
X: 28 Y: 37 side : 0
X: 24 Y: 45 side : 0
X: 14 Y: 20 side : 0
X: 39 Y: 0 side : 0
X: 4 Y: 22 side : 0
X: 21 Y: 41 side : 1
X: 47 Y: 29 side : 1
X: 20 Y: 42 side : 0
X: 4 Y: 45 side : 1
X: 21 Y: 12 side : 0
X: 19 Y: 42 side : 1
X: 8 Y: 19 side : 0
X: 38 Y: 33 side : 1
X: 8 Y: 22 side : 1
X: 3 Y: 28 side : 1
X: 41 Y: 49 side : 0
X: 42 Y: 48 side : 1
X: 3 Y: 19 side : 1
X: 31 Y: 25 side : 0
X: 45 Y: 47 side : 1
X: 21 Y: 18 side : 1
X: 35 Y: 26 side : 0
X: 43 Y: 14 side : 1
X: 24 Y: 23 side : 0
X: 5 Y: 28 side : 0
X: 10 Y: 19 side : 0
X: 7 Y: 13 side : 0
X: 32 Y: 17 side : 1
X: 2 Y: 0 side : 1
X: 18 Y: 45 side : 0
X: 47 Y: 17 side : 0
X: 19 Y: 4 side : 1
X: 9 Y: 49 side : 1
X: 33 Y: 24 side : 0
X: 31 Y: 31 side : 0
X: 7 Y: 42 side : 1
X: 35 Y: 1 side : 1
X: 12 Y: 35 side : 0
X: 7 Y: 37 side : 0
X: 28 Y: 8 side : 0
X: 48 Y: 5 side : 1
X: 37 Y: 24 side : 1
X: 2 Y: 36 side : 0
X: 31 Y: 21 side : 0
X: 36 Y: 2 side : 0
X: 20 Y: 11 side : 0
X: 26 Y: 47 side : 1
X: 45 Y: 11 side : 0
X: 33 Y: 18 side : 0
X: 21 Y: 49 side : 0
X: 7 Y: 47 side : 1
X: 12 Y: 36 side : 0
X: 23 Y: 38 side : 0
X: 32 Y: 22 side : 1
X: 16 Y: 10 side : 1
X: 32 Y: 30 side : 0
X: 42 Y: 8 side : 1
X: 5 Y: 3 side : 0
X: 4 Y: 38 side : 1
X: 40 Y: 10 side : 0
X: 36 Y: 19 side : 1
X: 39 Y: 34 side : 0
X: 17 Y: 7 side : 0
X: 33 Y: 41 side : 0
X: 20 Y: 8 side : 0
X: 11 Y: 42 side : 1
X: 16 Y: 37 side : 1
X: 17 Y: 42 side : 1
X: 30 Y: 46 side : 1
X: 15 Y: 38 side : 1
X: 49 Y: 26 side : 1
X: 30 Y: 18 side : 1
X: 2 Y: 37 side : 0
X: 13 Y: 21 side : 0
X: 45 Y: 43 side : 0
X: 38 Y: 7 side : 0
X: 13 Y: 23 side : 1
X: 48 Y: 40 side : 0
X: 37 Y: 22 side : 0
X: 15 Y: 39 side : 1
X: 2 Y: 38 side : 1
X: 11 Y: 21 side : 1
X: 6 Y: 23 side : 1
X: 7 Y: 36 side : 0
X: 1 Y: 32 side : 1
X: 5 Y: 22 side : 0
X: 1 Y: 35 side : 1
X: 37 Y: 33 side : 0
X: 15 Y: 21 side : 0
X: 41 Y: 36 side : 0
X: 6 Y: 40 side : 0
X: 0 Y: 4 side : 1
X: 11 Y: 10 side : 1
X: 10 Y: 19 side : 1
X: 32 Y: 22 side : 1
X: 48 Y: 27 side : 1
X: 24 Y: 31 side : 0
X: 22 Y: 18 side : 0
X: 14 Y: 35 side : 1
X: 30 Y: 26 side : 1
X: 36 Y: 33 side : 1
X: 31 Y: 35 side : 1
X: 46 Y: 46 side : 0
X: 35 Y: 9 side : 1
X: 13 Y: 41 side : 0
X: 22 Y: 41 side : 1
X: 6 Y: 16 side : 0
X: 24 Y: 40 side : 0
X: 28 Y: 6 side : 1
X: 3 Y: 36 side : 0
X: 18 Y: 23 side : 1
X: 24 Y: 4 side : 0
X: 33 Y: 0 side : 0
X: 3 Y: 38 side : 1
X: 45 Y: 3 side : 1
X: 9 Y: 25 side : 0
X: 2 Y: 31 side : 0
X: 27 Y: 8 side : 0
X: 19 Y: 36 side : 0
X: 49 Y: 40 side : 1
X: 5 Y: 10 side : 0
X: 46 Y: 34 side : 0
X: 22 Y: 18 side : 0
X: 46 Y: 23 side : 0
X: 32 Y: 20 side : 1
X: 9 Y: 29 side : 1
X: 27 Y: 32 side : 0
X: 14 Y: 9 side : 0
X: 42 Y: 30 side : 1
X: 27 Y: 31 side : 1
X: 0 Y: 36 side : 1
X: 48 Y: 34 side : 0
X: 0 Y: 8 side : 0
X: 6 Y: 7 side : 1
X: 1 Y: 39 side : 0
X: 48 Y: 48 side : 1
X: 23 Y: 27 side : 1
X: 32 Y: 41 side : 0
X: 48 Y: 36 side : 1
X: 1 Y: 13 side : 0
X: 44 Y: 15 side : 1
X: 0 Y: 13 side : 1
X: 42 Y: 15 side : 0
X: 0 Y: 21 side : 1
X: 35 Y: 22 side : 0
X: 39 Y: 23 side : 0
X: 25 Y: 46 side : 1
X: 44 Y: 28 side : 1
X: 23 Y: 27 side : 1
X: 34 Y: 28 side : 0
X: 26 Y: 25 side : 1
X: 7 Y: 27 side : 0
X: 25 Y: 19 side : 1
X: 1 Y: 21 side : 0
X: 34 Y: 8 side : 1
X: 10 Y: 48 side : 0
X: 32 Y: 25 side : 0
X: 35 Y: 19 side : 1
X: 30 Y: 44 side : 0
X: 13 Y: 30 side : 0
X: 9 Y: 9 side : 1
X: 20 Y: 16 side : 0
X: 48 Y: 43 side : 1
X: 39 Y: 44 side : 0
X: 2 Y: 30 side : 1
X: 39 Y: 40 side : 1
X: 49 Y: 24 side : 0
X: 7 Y: 10 side : 1
X: 44 Y: 42 side : 0
X: 10 Y: 6 side : 0
X: 7 Y: 15 side : 1
X: 30 Y: 38 side : 0
X: 31 Y: 36 side : 1
X: 2 Y: 28 side : 0
X: 49 Y: 30 side : 0
X: 2 Y: 21 side : 1
X: 5 Y: 20 side : 1
X: 35 Y: 29 side : 1
X: 36 Y: 26 side : 0
X: 32 Y: 36 side : 0
X: 11 Y: 45 side : 1
X: 48 Y: 26 side : 1
X: 4 Y: 9 side : 0
X: 4 Y: 13 side : 0
X: 0 Y: 12 side : 0
X: 28 Y: 16 side : 1
X: 47 Y: 21 side : 1
X: 43 Y: 8 side : 0
X: 0 Y: 45 side : 0
X: 0 Y: 29 side : 1
X: 8 Y: 40 side : 0
X: 32 Y: 39 side : 0
X: 47 Y: 43 side : 1
X: 49 Y: 49 side : 1
X: 29 Y: 1 side : 1
X: 41 Y: 30 side : 0
X: 26 Y: 29 side : 1
X: 31 Y: 22 side : 0
X: 16 Y: 23 side : 1
X: 28 Y: 25 side : 0
X: 27 Y: 34 side : 1
X: 24 Y: 18 side : 0
X: 46 Y: 15 side : 1
X: 30 Y: 17 side : 1
X: 27 Y: 48 side : 0
X: 38 Y: 42 side : 0
X: 16 Y: 18 side : 0
X: 18 Y: 0 side : 0
X: 28 Y: 16 side : 1
X: 33 Y: 46 side : 1
X: 19 Y: 24 side : 1
X: 46 Y: 48 side : 1
X: 14 Y: 44 side : 0
X: 26 Y: 26 side : 1
X: 39 Y: 5 side : 0
X: 5 Y: 44 side : 0
X: 2 Y: 12 side : 0
X: 28 Y: 30 side : 0
X: 26 Y: 10 side : 0
X: 0 Y: 43 side : 1
X: 1 Y: 15 side : 1
X: 36 Y: 11 side : 1
X: 41 Y: 26 side : 1
X: 11 Y: 4 side : 0
X: 1 Y: 45 side : 1
X: 39 Y: 0 side : 1
X: 17 Y: 2 side : 0
X: 17 Y: 30 side : 0
X: 16 Y: 9 side : 1
X: 34 Y: 11 side : 0
X: 47 Y: 12 side : 1
X: 36 Y: 0 side : 1
X: 23 Y: 43 side : 1
X: 9 Y: 6 side : 1
X: 19 Y: 7 side : 0
X: 36 Y: 46 side : 0
X: 0 Y: 15 side : 1
X: 26 Y: 33 side : 1
X: 34 Y: 1 side : 0
X: 3 Y: 35 side : 1
X: 18 Y: 33 side : 1
X: 47 Y: 21 side : 1
X: 40 Y: 47 side : 0
X: 11 Y: 6 side : 1
X: 36 Y: 25 side : 0
X: 6 Y: 13 side : 1
X: 29 Y: 15 side : 0
X: 6 Y: 43 side : 1
X: 15 Y: 28 side : 0
X: 34 Y: 33 side : 0
X: 13 Y: 3 side : 1
X: 5 Y: 3 side : 0
X: 0 Y: 45 side : 1
X: 39 Y: 7 side : 1
X: 32 Y: 45 side : 0
X: 34 Y: 4 side : 0
X: 35 Y: 33 side : 1
X: 2 Y: 41 side : 1
X: 3 Y: 6 side : 1
X: 6 Y: 40 side : 0
X: 44 Y: 4 side : 0
X: 19 Y: 11 side : 1
X: 13 Y: 13 side : 0
X: 5 Y: 2 side : 1
X: 4 Y: 36 side : 1
X: 31 Y: 21 side : 1
X: 21 Y: 8 side : 0
X: 26 Y: 12 side : 1
X: 27 Y: 16 side : 1
X: 8 Y: 24 side : 0
X: 25 Y: 20 side : 0
X: 45 Y: 39 side : 1
X: 18 Y: 4 side : 0
X: 38 Y: 9 side : 1
X: 18 Y: 16 side : 1
X: 43 Y: 47 side : 0
X: 22 Y: 18 side : 1
X: 36 Y: 46 side : 1
X: 43 Y: 26 side : 1
X: 6 Y: 36 side : 1
X: 12 Y: 11 side : 1
X: 26 Y: 6 side : 0
X: 49 Y: 26 side : 1
X: 40 Y: 15 side : 0
X: 31 Y: 33 side : 0
X: 10 Y: 28 side : 1
X: 13 Y: 0 side : 1
X: 24 Y: 38 side : 0
X: 47 Y: 31 side : 0
X: 41 Y: 39 side : 0
X: 8 Y: 4 side : 0
X: 46 Y: 30 side : 0
X: 24 Y: 32 side : 1
X: 7 Y: 22 side : 0
X: 4 Y: 5 side : 1
X: 14 Y: 15 side : 1
X: 26 Y: 30 side : 1
X: 5 Y: 4 side : 1
X: 33 Y: 4 side : 0
X: 37 Y: 45 side : 1
X: 30 Y: 3 side : 1
X: 34 Y: 49 side : 0
X: 44 Y: 26 side : 0
X: 33 Y: 35 side : 0
X: 39 Y: 39 side : 1
X: 28 Y: 6 side : 0
X: 45 Y: 32 side : 1
X: 14 Y: 37 side : 1
X: 21 Y: 21 side : 1
X: 9 Y: 10 side : 0
X: 39 Y: 40 side : 0
X: 22 Y: 24 side : 1
X: 36 Y: 21 side : 1
X: 32 Y: 6 side : 1
X: 2 Y: 46 side : 0
X: 29 Y: 24 side : 0
X: 22 Y: 22 side : 0
X: 47 Y: 36 side : 0
X: 26 Y: 8 side : 1
X: 10 Y: 19 side : 1
X: 40 Y: 8 side : 0
X: 24 Y: 31 side : 0
X: 10 Y: 19 side : 1
X: 23 Y: 4 side : 0
X: 22 Y: 8 side : 0
X: 13 Y: 38 side : 0
